absolute_url_path,base_path,fragment,sources.label,sources.source
/writing/fox.htm,/writing/fox.htm,,Fox,language.csv
/writing/fox.htm,/writing/fox.htm,,Fox_using_Latin / Roman,langalphMap.json
/writing/foxalphabet.htm,/writing/foxalphabet.htm,,Fox,writing.csv
/writing/frafra.htm,/writing/frafra.htm,,Frafra,language.csv
/writing/frafra.htm,/writing/frafra.htm,,Frafra_using_Latin / Roman,langalphMap.json
/writing/fraktur.htm,/writing/fraktur.htm,,Fraktur,writing.csv
/writing/francoprovencal.htm,/writing/francoprovencal.htm,,Franco-Provençal,language.csv
/writing/francoprovencal.htm,/writing/francoprovencal.htm,,Franco-Provençal_using_Latin / Roman,langalphMap.json
/writing/franklin.htm,/writing/franklin.htm,,Benjamin Franklin's Phonetic Alphabet,writing.csv
/writing/fraser.htm,/writing/fraser.htm,,Fraser,writing.csv
/writing/fraser.htm,/writing/fraser.htm,,Fraser,langalphSingle.csv
/writing/french.htm,/writing/french.htm,,French,language.csv
/writing/french.htm,/writing/french.htm,,French_using_Latin / Roman,langalphMap.json
/writing/friulian.htm,/writing/friulian.htm,,Friulian,language.csv
/writing/friulian.htm,/writing/friulian.htm,,Friulian_using_Latin / Roman,langalphMap.json
/writing/fula.htm,/writing/fula.htm,,Fula(ni)_using_Latin / Roman,langalphMap.json
/writing/fuliiru.htm,/writing/fuliiru.htm,,Fuliiru,language.csv
/writing/fuliiru.htm,/writing/fuliiru.htm,,Fuliiru_using_Latin / Roman,langalphMap.json
/writing/fur.htm,/writing/fur.htm,,Fur,language.csv
/writing/fur.htm,/writing/fur.htm,,Fur_using_Latin / Roman,langalphMap.json
/writing/futhorc.htm,/writing/futhorc.htm,,Anglo-Saxon Runes (Futhorc),writing.csv
/writing/futuna-aniwa.htm,/writing/futuna-aniwa.htm,,Futuna-Aniwa,language.csv
/writing/futuna-aniwa.htm,/writing/futuna-aniwa.htm,,Futuna-Aniwa_using_Latin / Roman,langalphMap.json
/writing/futunan.htm,/writing/futunan.htm,,Futunan,language.csv
/writing/futunan.htm,/writing/futunan.htm,,Futunan_using_Latin / Roman,langalphMap.json
/writing/fuyukyrgyz.htm,/writing/fuyukyrgyz.htm,,Fuyu Kyrgyz,language.csv
/writing/fuyukyrgyz.htm,/writing/fuyukyrgyz.htm,,Fuyu Kyrgyz_using_Latin / Roman,langalphMap.json
/writing/fwe.htm,/writing/fwe.htm,,Fwe,language.csv
/writing/fwe.htm,/writing/fwe.htm,,Fwe_using_Latin / Roman,langalphMap.json
/writing/ga.htm,/writing/ga.htm,,Ga,language.csv
/writing/ga.htm,/writing/ga.htm,,Ga_using_Latin / Roman,langalphMap.json
/writing/gaam.htm,/writing/gaam.htm,,Gaam,language.csv
/writing/gaam.htm,/writing/gaam.htm,,Gaam_using_Latin / Roman,langalphMap.json
/writing/gadaba.htm,/writing/gadaba.htm,,Gadaba,language.csv
/writing/gadaba.htm,/writing/gadaba.htm,,Gadaba,writing.csv
/writing/gaddang.htm,/writing/gaddang.htm,,Gaddang,language.csv
/writing/gaddang.htm,/writing/gaddang.htm,,Gaddang_using_Latin / Roman,langalphMap.json
/writing/gaddi.htm,/writing/gaddi.htm,,Gaddi,language.csv
/writing/gaddi.htm,/writing/gaddi.htm,,Gaddi_using_Devanagari,langalphMap.json
/writing/gaddi.htm,/writing/gaddi.htm,,Gaddi_using_Takri,langalphMap.json
/writing/gaelic.htm,/writing/gaelic.htm,,Scottish Gaelic,language.csv
/writing/gaelic.htm,/writing/gaelic.htm,,Scottish Gaelic_using_Latin / Roman,langalphMap.json
/writing/gagauz.htm,/writing/gagauz.htm,,Gagauz,language.csv
/writing/gagauz.htm,/writing/gagauz.htm,,Gagauz_using_Cyrillic,langalphMap.json
/writing/gagauz.htm,/writing/gagauz.htm,,Gagauz_using_Latin / Roman,langalphMap.json
/writing/galela.htm,/writing/galela.htm,,Galela,language.csv
/writing/galela.htm,/writing/galela.htm,,Galela_using_Latin / Roman,langalphMap.json
/writing/galician.htm,/writing/galician.htm,,Galician,language.csv
/writing/galician.htm,/writing/galician.htm,,Galician_using_Latin / Roman,langalphMap.json
/writing/galik.htm,/writing/galik.htm,,Galik,writing.csv
/writing/gallo.htm,/writing/gallo.htm,,Gallo,language.csv
/writing/gallo.htm,/writing/gallo.htm,,Gallo_using_Latin / Roman,langalphMap.json
/writing/galo.htm,/writing/galo.htm,,Galo,language.csv
/writing/galo.htm,/writing/galo.htm,,Galo_using_Latin / Roman,langalphMap.json
/writing/galoli.htm,/writing/galoli.htm,,Galoli,language.csv
/writing/galoli.htm,/writing/galoli.htm,,Galoli_using_Latin / Roman,langalphMap.json
/writing/gamilaraay.htm,/writing/gamilaraay.htm,,Gamilaraay,language.csv
/writing/gamilaraay.htm,/writing/gamilaraay.htm,,Gamilaraay_using_Latin / Roman,langalphMap.json
/writing/ganda.php,/writing/ganda.php,,Ganda,language.csv
/writing/ganda.php,/writing/ganda.php,,Luganda,language.csv
/writing/ganda.php,/writing/ganda.php,,Ganda_using_Latin / Roman,langalphMap.json
/writing/garawa.htm,/writing/garawa.htm,,Garawa,language.csv
/writing/garawa.htm,/writing/garawa.htm,,Garawa_using_Latin / Roman,langalphMap.json
/writing/garhwali.htm,/writing/garhwali.htm,,Garhwali,language.csv
/writing/garhwali.htm,/writing/garhwali.htm,,Garhwali_using_Devanagari,langalphMap.json
/writing/garifuna.htm,/writing/garifuna.htm,,Garifuna,language.csv
/writing/garifuna.htm,/writing/garifuna.htm,,Garifuna_using_Latin / Roman,langalphMap.json
/writing/garo.htm,/writing/garo.htm,,Garo,language.csv
/writing/garo.htm,/writing/garo.htm,,Garo_using_Latin / Roman,langalphMap.json
/writing/gascon.htm,/writing/gascon.htm,,Gascon,language.csv
/writing/gascon.htm,/writing/gascon.htm,,Gascon_using_Latin / Roman,langalphMap.json
/writing/gaulish.htm,/writing/gaulish.htm,,Gaulish,language.csv
/writing/gawar.htm,/writing/gawar.htm,,Gawar,language.csv
/writing/gawar.htm,/writing/gawar.htm,,Gawar_using_Latin / Roman,langalphMap.json
/writing/gawarbati.htm,/writing/gawarbati.htm,,Gawar Bati,language.csv
/writing/gawarbati.htm,/writing/gawarbati.htm,,Gawar Bati_using_Arabic,langalphMap.json
/writing/gawri.htm,/writing/gawri.htm,,Gawri,language.csv
/writing/gawri.htm,/writing/gawri.htm,,Gawri_using_Arabic,langalphMap.json
/writing/gawwada.htm,/writing/gawwada.htm,,Gawwada,language.csv
/writing/gawwada.htm,/writing/gawwada.htm,,Gawwada_using_Latin / Roman,langalphMap.json
/writing/gayo.htm,/writing/gayo.htm,,Gayo,language.csv
/writing/gayo.htm,/writing/gayo.htm,,Gayo_using_Latin / Roman,langalphMap.json
/writing/gela.htm,/writing/gela.htm,,Gela,language.csv
/writing/gela.htm,/writing/gela.htm,,Gela_using_Latin / Roman,langalphMap.json
/writing/gen.htm,/writing/gen.htm,,Gen_using_Latin / Roman,langalphMap.json
/writing/genoese.htm,/writing/genoese.htm,,Genoese,language.csv
/writing/genoese.htm,/writing/genoese.htm,,Genoese_using_Latin / Roman,langalphMap.json
/writing/georgian.htm,/writing/georgian.htm,,Georgian,language.csv
/writing/georgian.htm,/writing/georgian.htm,,Georgian_using_Georgian (Mkhedruli),langalphMap.json
/writing/german.htm,/writing/german.htm,,German,language.csv
/writing/german.htm,/writing/german.htm,,German_using_Latin / Roman,langalphMap.json
/writing/german.htm,/writing/german.htm,suetterlin,Sütterlin,writing.csv
/writing/ghadames.htm,/writing/ghadames.htm,,Ghadamès,language.csv
/writing/ghadames.htm,/writing/ghadames.htm,,Ghadamès_using_Latin / Roman,langalphMap.json
/writing/ghari.htm,/writing/ghari.htm,,Ghari,language.csv
/writing/ghari.htm,/writing/ghari.htm,,Ghari_using_Latin / Roman,langalphMap.json
/writing/ghomala.htm,/writing/ghomala.htm,,Ghomalaʼ,language.csv
/writing/ghomala.htm,/writing/ghomala.htm,,Ghomalaʼ_using_Latin / Roman,langalphMap.json
/writing/ghomara.htm,/writing/ghomara.htm,,Ghomara,language.csv
/writing/ghomara.htm,/writing/ghomara.htm,,Ghomara_using_Latin / Roman,langalphMap.json
/writing/ghulfan.htm,/writing/ghulfan.htm,,Ghulfan,language.csv
/writing/ghulfan.htm,/writing/ghulfan.htm,,Ghulfan_using_Latin / Roman,langalphMap.json
/writing/gija.htm,/writing/gija.htm,,Gija,language.csv
/writing/gija.htm,/writing/gija.htm,,Gija_using_Latin / Roman,langalphMap.json
/writing/gilaki.htm,/writing/gilaki.htm,,Gilaki,language.csv
/writing/gilaki.htm,/writing/gilaki.htm,,Gilaki_using_Arabic,langalphMap.json
/writing/giryama.htm,/writing/giryama.htm,,Giryama,language.csv
/writing/giryama.htm,/writing/giryama.htm,,Giryama_using_Latin / Roman,langalphMap.json
/writing/gitxsan.htm,/writing/gitxsan.htm,,Gitxsan,language.csv
/writing/gitxsan.htm,/writing/gitxsan.htm,,Gitxsan_using_Latin / Roman,langalphMap.json
/writing/glagolitic.htm,/writing/glagolitic.htm,,Glagolitic,writing.csv
/writing/glagolitic.htm,/writing/glagolitic.htm,,Glagolitic,langalphSingle.csv
/writing/global.htm,/writing/global.htm,,Global Alphabet,writing.csv
/writing/glosa.htm,/writing/glosa.htm,,Glosa,language.csv
/writing/glosa.htm,/writing/glosa.htm,,Glosa_using_Latin / Roman,langalphMap.json
/writing/godie.htm,/writing/godie.htm,,Godié,language.csv
/writing/godie.htm,/writing/godie.htm,,Godié_using_Latin / Roman,langalphMap.json
/writing/godoberi.htm,/writing/godoberi.htm,,Godoberi,language.csv
/writing/godoberi.htm,/writing/godoberi.htm,,Godoberi_using_Cyrillic,langalphMap.json
/writing/goemai.htm,/writing/goemai.htm,,Goemai,language.csv
/writing/goemai.htm,/writing/goemai.htm,,Goemai_using_Latin / Roman,langalphMap.json
/writing/gogo.htm,/writing/gogo.htm,,Gogo,language.csv
/writing/gogo.htm,/writing/gogo.htm,,Gogo_using_Latin / Roman,langalphMap.json
/writing/gond.htm,/writing/gond.htm,,Gond,writing.csv
/writing/gondi.htm,/writing/gondi.htm,,Gondi,language.csv
/writing/gondi.htm,/writing/gondi.htm,,Gondi,langalphSingle.csv
/writing/gondi.htm,/writing/gondi.htm,,Gondi_using_Devanagari,langalphMap.json
/writing/gonja.htm,/writing/gonja.htm,,Gonja,language.csv
/writing/gonja.htm,/writing/gonja.htm,,Gonja_using_Latin / Roman,langalphMap.json
/writing/gooniyandi.php,/writing/gooniyandi.php,,Gooniyandi,language.csv
/writing/gooniyandi.php,/writing/gooniyandi.php,,Gooniyandi_using_Latin / Roman,langalphMap.json
/writing/goral.htm,/writing/goral.htm,,Goral,language.csv
/writing/goral.htm,/writing/goral.htm,,Goral_using_Latin / Roman,langalphMap.json
/writing/gorontalo.htm,/writing/gorontalo.htm,,Gorontalo,language.csv
/writing/gorontalo.htm,/writing/gorontalo.htm,,Gorontalo_using_Latin / Roman,langalphMap.json
/writing/gothic.htm,/writing/gothic.htm,,Gothic,language.csv
/writing/gothic.htm,/writing/gothic.htm,,Gothic,writing.csv
/writing/gothic.htm,/writing/gothic.htm,,Gothic,langalphSingle.csv
/writing/gottscheerish.htm,/writing/gottscheerish.htm,,Gottscheerish,language.csv
/writing/gottscheerish.htm,/writing/gottscheerish.htm,,Gottscheerish_using_Latin / Roman,langalphMap.json
/writing/goudu.htm,/writing/goudu.htm,,Goudu,language.csv
/writing/goudu.htm,/writing/goudu.htm,,Goudu,writing.csv
/writing/gourmanchema.htm,/writing/gourmanchema.htm,,Gourmanchéma,language.csv
/writing/gourmanchema.htm,/writing/gourmanchema.htm,,Gourmanchéma_using_Latin / Roman,langalphMap.json
/writing/goykanadi.htm,/writing/goykanadi.htm,,Goykanadi,writing.csv
/writing/grantha.htm,/writing/grantha.htm,,Grantha,writing.csv
/writing/grantha.htm,/writing/grantha.htm,,Grantha,langalphSingle.csv
/writing/greek.htm,/writing/greek.htm,,Greek,language.csv
/writing/greek.htm,/writing/greek.htm,,Greek,writing.csv
/writing/greek.htm,/writing/greek.htm,,Greek_for_0_languages,langalphMap.json
/writing/greenlandic.htm,/writing/greenlandic.htm,,Greenlandic,language.csv
/writing/greenlandic.htm,/writing/greenlandic.htm,,Greenlandic_using_Latin / Roman,langalphMap.json
/writing/griko.htm,/writing/griko.htm,,Griko,language.csv
/writing/griko.htm,/writing/griko.htm,,Griko_using_Latin / Roman,langalphMap.json
/writing/gronings.htm,/writing/gronings.htm,,Gronings,language.csv
/writing/gronings.htm,/writing/gronings.htm,,Gronings_using_Latin / Roman,langalphMap.json
/writing/guadeloupean.php,/writing/guadeloupean.php,,Guadeloupean Creole,language.csv
/writing/guadeloupean.php,/writing/guadeloupean.php,,Guadeloupean Creole_using_Latin / Roman,langalphMap.json
/writing/guainia.htm,/writing/guainia.htm,,Baniwa of Guainía,language.csv
/writing/guainia.htm,/writing/guainia.htm,,Baniwa of Guainía_using_Latin / Roman,langalphMap.json
/writing/guambiano.htm,/writing/guambiano.htm,,Guambiano,language.csv
/writing/guambiano.htm,/writing/guambiano.htm,,Guambiano_using_Latin / Roman,langalphMap.json
/writing/guanano.htm,/writing/guanano.htm,,Guanano,language.csv
/writing/guanano.htm,/writing/guanano.htm,,Guanano_using_Latin / Roman,langalphMap.json
/writing/guanche.htm,/writing/guanche.htm,,Guanche,language.csv
/writing/guarani.htm,/writing/guarani.htm,,Guarani,language.csv
/writing/guarani.htm,/writing/guarani.htm,,Guarani_using_Latin / Roman,langalphMap.json
/writing/guaymi.htm,/writing/guaymi.htm,,Guaymí,language.csv
/writing/guaymi.htm,/writing/guaymi.htm,,Guaymí_using_Latin / Roman,langalphMap.json
/writing/guere.htm,/writing/guere.htm,,Guere,language.csv
/writing/guere.htm,/writing/guere.htm,,Guere_using_Latin / Roman,langalphMap.json
/writing/guernesiais.htm,/writing/guernesiais.htm,,Guernésiais,language.csv
/writing/guernesiais.htm,/writing/guernesiais.htm,,Guernésiais_using_Latin / Roman,langalphMap.json
/writing/gugadja.php,/writing/gugadja.php,,Gugadja/Kukatja,language.csv
/writing/gugadja.php,/writing/gugadja.php,,Gugadja/Kukatja_using_Latin / Roman,langalphMap.json
/writing/gui.htm,/writing/gui.htm,,Gǀui,language.csv
/writing/gui.htm,/writing/gui.htm,,Gǀui_using_Latin / Roman,langalphMap.json
/writing/guineabissaucreole.htm,/writing/guineabissaucreole.htm,,Guinea-Bissau Creole,language.csv
/writing/guineabissaucreole.htm,/writing/guineabissaucreole.htm,,Guinea-Bissau Creole_using_Latin / Roman,langalphMap.json
/writing/gujarati.htm,/writing/gujarati.htm,,Gujarati,language.csv
/writing/gujarati.htm,/writing/gujarati.htm,,Gujarati,writing.csv
/writing/gujarati.htm,/writing/gujarati.htm,,Gujarati_for_3_languages,langalphMap.json
/writing/gujarati.htm,/writing/gujarati.htm,,Gujarati_using_Gujarati,langalphMap.json
/writing/gumuz.htm,/writing/gumuz.htm,,Gumuz,language.csv
/writing/gumuz.htm,/writing/gumuz.htm,,Gumuz_using_Ge'ez (Ethiopic),langalphMap.json
/writing/gumuz.htm,/writing/gumuz.htm,,Gumuz_using_Latin / Roman,langalphMap.json
/writing/gun.htm,/writing/gun.htm,,Gun,language.csv
/writing/gun.htm,/writing/gun.htm,,Gun_using_Latin / Roman,langalphMap.json
/writing/guna.htm,/writing/guna.htm,,Guna,language.csv
/writing/guna.htm,/writing/guna.htm,,Guna_using_Latin / Roman,langalphMap.json
/writing/gunjalagondi.htm,/writing/gunjalagondi.htm,,Gunjala Gondi,writing.csv
/writing/gupta.htm,/writing/gupta.htm,,Gupta,writing.csv
/writing/gurmukhi.htm,/writing/gurmukhi.htm,,Gurmukhi_for_0_languages,langalphMap.json
/writing/guro.htm,/writing/guro.htm,,Guro,language.csv
/writing/guro.htm,/writing/guro.htm,,Guro_using_Latin / Roman,langalphMap.json
/writing/gurung.htm,/writing/gurung.htm,,Gurung,language.csv
/writing/gurung.htm,/writing/gurung.htm,,Gurung_using_Devanagari,langalphMap.json
/writing/gusii.htm,/writing/gusii.htm,,Gusii,language.csv
/writing/gusii.htm,/writing/gusii.htm,,Gusii_using_Latin / Roman,langalphMap.json
/writing/guuguyalandji.htm,/writing/guuguyalandji.htm,,Guugu Yalandji,language.csv
/writing/guuguyalandji.htm,/writing/guuguyalandji.htm,,Guugu Yalandji_using_Latin / Roman,langalphMap.json
/writing/guuguyimithirr.htm,/writing/guuguyimithirr.htm,,Guugu Yimithirr,language.csv
/writing/guuguyimithirr.htm,/writing/guuguyimithirr.htm,,Guugu Yimithirr_using_Latin / Roman,langalphMap.json
/writing/guyanais.htm,/writing/guyanais.htm,,French Guianese Creole,language.csv
/writing/guyanais.htm,/writing/guyanais.htm,,French Guianese Creole_using_Latin / Roman,langalphMap.json
/writing/gwere.htm,/writing/gwere.htm,,Gwere,language.csv
/writing/gwere.htm,/writing/gwere.htm,,Gwere_using_Latin / Roman,langalphMap.json
/writing/gwichin.php,/writing/gwichin.php,,Gwichʼin,language.csv
/writing/gwichin.php,/writing/gwichin.php,,Gwichʼin_using_Latin / Roman,langalphMap.json
/writing/gyele.htm,/writing/gyele.htm,,Gyele,language.csv
/writing/gyele.htm,/writing/gyele.htm,,Gyele_using_Latin / Roman,langalphMap.json
/writing/hadiyya.htm,/writing/hadiyya.htm,,Hadiyya,language.csv
/writing/hadiyya.htm,/writing/hadiyya.htm,,Hadiyya_using_Latin / Roman,langalphMap.json
/writing/hadza.htm,/writing/hadza.htm,,Hadza,language.csv
/writing/hadza.htm,/writing/hadza.htm,,Hadza_using_Latin / Roman,langalphMap.json
/writing/haida.htm,/writing/haida.htm,,Haida,language.csv
/writing/haida.htm,/writing/haida.htm,,Haida_using_Latin / Roman,langalphMap.json
/writing/haisla.htm,/writing/haisla.htm,,Haisla,language.csv
/writing/haisla.htm,/writing/haisla.htm,,Haisla_using_Latin / Roman,langalphMap.json
/writing/haitiancreole.htm,/writing/haitiancreole.htm,,Haitian Creole,language.csv
/writing/haitiancreole.htm,/writing/haitiancreole.htm,,Haitian Creole_using_Latin / Roman,langalphMap.json
/writing/hajong.htm,/writing/hajong.htm,,Hajong,language.csv
/writing/hakha.htm,/writing/hakha.htm,,Hakha,language.csv
/writing/hakha.htm,/writing/hakha.htm,,Hakha_using_Latin / Roman,langalphMap.json
/writing/halbi.htm,/writing/halbi.htm,,Halbi,language.csv
/writing/halbi.htm,/writing/halbi.htm,,Halbi_using_Devanagari,langalphMap.json
/writing/halbi.htm,/writing/halbi.htm,,Halbi_using_Odia (Oriya),langalphMap.json
/writing/halbilipi.htm,/writing/halbilipi.htm,,Halbi Lipi,writing.csv
/writing/halkomelem.htm,/writing/halkomelem.htm,,Halkomelem,language.csv
/writing/halkomelem.htm,/writing/halkomelem.htm,,Halkomelem_using_Latin / Roman,langalphMap.json
/writing/hamer.htm,/writing/hamer.htm,,Hamer(-Banna),language.csv
/writing/hamer.htm,/writing/hamer.htm,,Hamer(-Banna)_using_Ge'ez (Ethiopic),langalphMap.json
/writing/hamer.htm,/writing/hamer.htm,,Hamer(-Banna)_using_Latin / Roman,langalphMap.json
/writing/hamtai.htm,/writing/hamtai.htm,,Hamtai,language.csv
/writing/hamtai.htm,/writing/hamtai.htm,,Hamtai_using_Latin / Roman,langalphMap.json
/writing/han.htm,/writing/han.htm,,Hän,language.csv
/writing/han.htm,/writing/han.htm,,Hän_using_Latin / Roman,langalphMap.json
/writing/hanga.htm,/writing/hanga.htm,,Hanga,language.csv
/writing/hanga.htm,/writing/hanga.htm,,Hanga_using_Latin / Roman,langalphMap.json
/writing/hani.htm,/writing/hani.htm,,Hani_using_Latin / Roman,langalphMap.json
/writing/hanifi.htm,/writing/hanifi.htm,,Hanifi,writing.csv
/writing/hanunoo.htm,/writing/hanunoo.htm,,Hanuno'o,language.csv
/writing/hanunoo.htm,/writing/hanunoo.htm,,Hanuno'o,writing.csv
/writing/hanunoo.htm,/writing/hanunoo.htm,,Hanunó'o,langalphSingle.csv
/writing/harari.htm,/writing/harari.htm,,Harari,language.csv
/writing/harari.htm,/writing/harari.htm,,Harari_using_Ge'ez (Ethiopic),langalphMap.json
/writing/haroi.htm,/writing/haroi.htm,,Haroi,language.csv
/writing/haroi.htm,/writing/haroi.htm,,Haroi_using_Latin / Roman,langalphMap.json
/writing/haryanvi.htm,/writing/haryanvi.htm,,Haryanvi,language.csv
/writing/haryanvi.htm,/writing/haryanvi.htm,,Haryanvi_using_Devanagari,langalphMap.json
/writing/hatangkayi.htm,/writing/hatangkayi.htm,,Hatang Kayi,language.csv
/writing/hatangkayi.htm,/writing/hatangkayi.htm,,Hatang Kayi_using_Latin / Roman,langalphMap.json
/writing/hatran.htm,/writing/hatran.htm,,Hatran,writing.csv
/writing/hausa.htm,/writing/hausa.htm,,Hausa,language.csv
/writing/hausa.htm,/writing/hausa.htm,,Hausa_using_Arabic,langalphMap.json
/writing/hausa.htm,/writing/hausa.htm,,Hausa_using_Latin / Roman,langalphMap.json
/writing/hawaiian.htm,/writing/hawaiian.htm,,Hawaiian,language.csv
/writing/hawaiian.htm,/writing/hawaiian.htm,,Hawaiian_using_Latin / Roman,langalphMap.json
/writing/hawu.htm,/writing/hawu.htm,,Hawu,language.csv
/writing/hawu.htm,/writing/hawu.htm,,Hawu_using_Latin / Roman,langalphMap.json
/writing/haya.htm,/writing/haya.htm,,Haya,language.csv
/writing/haya.htm,/writing/haya.htm,,Haya_using_Latin / Roman,langalphMap.json
/writing/hazaragi.htm,/writing/hazaragi.htm,,Hazaragi,language.csv
/writing/hazaragi.htm,/writing/hazaragi.htm,,Hazaragi_using_Arabic,langalphMap.json
/writing/hdi.htm,/writing/hdi.htm,,Hdi,language.csv
/writing/hdi.htm,/writing/hdi.htm,,Hdi_using_Latin / Roman,langalphMap.json
/writing/hebrew.htm,/writing/hebrew.htm,,Hebrew,language.csv
/writing/hebrew.htm,/writing/hebrew.htm,,Hebrew,writing.csv
/writing/hebrew.htm,/writing/hebrew.htm,,Hebrew_for_13_languages,langalphMap.json
/writing/hebrew.htm,/writing/hebrew.htm,,Hebrew_using_Hebrew,langalphMap.json
/writing/hehe.htm,/writing/hehe.htm,,Hehe,language.csv
/writing/hehe.htm,/writing/hehe.htm,,Hehe_using_Latin / Roman,langalphMap.json
/writing/heiltsuk.htm,/writing/heiltsuk.htm,,Heiltsuk,language.csv
/writing/heiltsuk.htm,/writing/heiltsuk.htm,,Heiltsuk_using_Latin / Roman,langalphMap.json
/writing/helong.htm,/writing/helong.htm,,Helong,language.csv
/writing/helong.htm,/writing/helong.htm,,Helong_using_Latin / Roman,langalphMap.json
/writing/herero.php,/writing/herero.php,,Herero,language.csv
/writing/herero.php,/writing/herero.php,,Herero_using_Latin / Roman,langalphMap.json
/writing/hidatsa.htm,/writing/hidatsa.htm,,Hidatsa,language.csv
/writing/hidatsa.htm,/writing/hidatsa.htm,,Hidatsa_using_Latin / Roman,langalphMap.json
/writing/hiligaynon.htm,/writing/hiligaynon.htm,,Hiligaynon,language.csv
/writing/hiligaynon.htm,/writing/hiligaynon.htm,,Hiligaynon_using_Latin / Roman,langalphMap.json
/writing/hillmiri.htm,/writing/hillmiri.htm,,Hill Miri,language.csv
/writing/hillmiri.htm,/writing/hillmiri.htm,,Hill Miri_using_Devanagari,langalphMap.json
/writing/hillmiri.htm,/writing/hillmiri.htm,,Hill Miri_using_Latin / Roman,langalphMap.json
/writing/hindi.htm,/writing/hindi.htm,,Hindi,language.csv
/writing/hindi.htm,/writing/hindi.htm,,Hindi_using_Devanagari,langalphMap.json
/writing/hindko.htm,/writing/hindko.htm,,Hindko,language.csv
/writing/hindko.htm,/writing/hindko.htm,,Hindko_using_Arabic,langalphMap.json
/writing/hinukh.htm,/writing/hinukh.htm,,Hinukh,language.csv
/writing/hinukh.htm,/writing/hinukh.htm,,Hinukh_using_Cyrillic,langalphMap.json
/writing/hirimotu.htm,/writing/hirimotu.htm,,Hiri Motu,language.csv
/writing/hirimotu.htm,/writing/hirimotu.htm,,Hiri Motu_using_Latin / Roman,langalphMap.json
/writing/hittite.htm,/writing/hittite.htm,,Hittite,language.csv
/writing/hittite.htm,/writing/hittite.htm,,Hittite,writing.csv
/writing/hittite.htm,/writing/hittite.htm,,Hittite_using_Cuneiform scripts,langalphMap.json
/writing/hiw.htm,/writing/hiw.htm,,Hiw,language.csv
/writing/hiw.htm,/writing/hiw.htm,,Hiw_using_Latin / Roman,langalphMap.json
/writing/hixkaryana.htm,/writing/hixkaryana.htm,,Hixkaryana,language.csv
/writing/hixkaryana.htm,/writing/hixkaryana.htm,,Hixkaryana_using_Latin / Roman,langalphMap.json
/writing/hmar.htm,/writing/hmar.htm,,Hmar,language.csv
/writing/hmar.htm,/writing/hmar.htm,,Hmar_using_Latin / Roman,langalphMap.json
/writing/hmong.htm,/writing/hmong.htm,,Hmong,language.csv
/writing/hmongdau.htm,/writing/hmongdau.htm,,Hmong Dau,language.csv
/writing/hmongdau.htm,/writing/hmongdau.htm,,Hmong Dau_using_Latin / Roman,langalphMap.json
/writing/hmongnjua.htm,/writing/hmongnjua.htm,,Hmong Njau,language.csv
/writing/hmongnjua.htm,/writing/hmongnjua.htm,,Hmong Njau_using_Latin / Roman,langalphMap.json
/writing/hmu.htm,/writing/hmu.htm,,Hmu,language.csv
/writing/hmu.htm,/writing/hmu.htm,,Hmu_using_Latin / Roman,langalphMap.json
/writing/ho.htm,/writing/ho.htm,,Ho,language.csv
/writing/ho.htm,/writing/ho.htm,,Ho_using_Devanagari,langalphMap.json
/writing/ho.htm,/writing/ho.htm,,Ho_using_Latin / Roman,langalphMap.json
/writing/hoava.htm,/writing/hoava.htm,,Hoava,language.csv
/writing/hoava.htm,/writing/hoava.htm,,Hoava_using_Latin / Roman,langalphMap.json
/writing/hochunk.htm,/writing/hochunk.htm,,Ho-Chunk,language.csv
/writing/hochunk.htm,/writing/hochunk.htm,,Ho-Chunk (Winnebago)_using_Latin / Roman,langalphMap.json
/writing/hopi.htm,/writing/hopi.htm,,Hopi,language.csv
/writing/hopi.htm,/writing/hopi.htm,,Hopi_using_Latin / Roman,langalphMap.json
/writing/hotcak.htm,/writing/hotcak.htm,,Hočąk,writing.csv
/writing/huallagaquechua.htm,/writing/huallagaquechua.htm,,Quechua (Huallaga),language.csv
/writing/huallagaquechua.htm,/writing/huallagaquechua.htm,,Huallaga Quechua_using_Latin / Roman,langalphMap.json
/writing/huambisa.htm,/writing/huambisa.htm,,Huambisa,language.csv
/writing/huambisa.htm,/writing/huambisa.htm,,Huambisa_using_Latin / Roman,langalphMap.json
/writing/huarijio.htm,/writing/huarijio.htm,,Huarijio,language.csv
/writing/huarijio.htm,/writing/huarijio.htm,,Huarijio_using_Latin / Roman,langalphMap.json
/writing/huasteco.htm,/writing/huasteco.htm,,Huasteco,language.csv
/writing/huasteco.htm,/writing/huasteco.htm,,Huasteco_using_Latin / Roman,langalphMap.json
/writing/huayllawancaquechua.htm,/writing/huayllawancaquechua.htm,,Quechua (Huaylla Wanca),language.csv
/writing/huayllawancaquechua.htm,/writing/huayllawancaquechua.htm,,Huaylla Wanca Quechua_using_Latin / Roman,langalphMap.json
/writing/huehuetlatepehua.htm,/writing/huehuetlatepehua.htm,,Huehuetla Tepehua,language.csv
/writing/huehuetlatepehua.htm,/writing/huehuetlatepehua.htm,,Huehuetla Tepehua_using_Latin / Roman,langalphMap.json
/writing/huichol.htm,/writing/huichol.htm,,Huichol,language.csv
/writing/huichol.htm,/writing/huichol.htm,,Huichol_using_Latin / Roman,langalphMap.json
/writing/huilliche.htm,/writing/huilliche.htm,,Huilliche,language.csv
/writing/huilliche.htm,/writing/huilliche.htm,,Huilliche_using_Latin / Roman,langalphMap.json
