base_path,file_exists,fragment,path,sources.label,sources.source
calamiantagbanwa.htm,True,,calamiantagbanwa.htm,Calamian Tagbanwa,language.csv
calo.htm,True,,calo.htm,Caló,language.csv
caluyanon.htm,True,,caluyanon.htm,Caluyanon,language.csv
khmer.htm,True,,khmer.htm,Cambodian (Khmer),language.csv
khmer.htm,True,,khmer.htm,Khmer,language.csv
khmer.htm,True,,khmer.htm,Khmer,writing.csv
khmer.htm,True,,khmer.htm,Khmer_for_2_languages,langalphMap.json
protosinaitc.htm,True,,protosinaitc.htm,Canaanite,language.csv
protosinaitc.htm,True,,protosinaitc.htm,Proto-Sinaitic / Proto-Canaanite,writing.csv
protosinaitc.htm,True,,protosinaitc.htm,Proto-Sinaitic / Proto-Canaanite,langalphSingle.csv
candoshishapra.htm,True,,candoshishapra.htm,Candoshi-Shapra,language.csv
kriol.php,True,,kriol.php,Cape Verdean Creole,language.csv
capiznon.htm,True,,capiznon.htm,Capiznon,language.csv
caquinte.htm,True,,caquinte.htm,Caquinte,language.csv
car.htm,True,,car.htm,Car,language.csv
carapana.htm,True,,carapana.htm,Carapana,language.csv
carian.php,True,,carian.php,Carian,language.csv
carian.php,True,,carian.php,Carian,writing.csv
carian.php,True,,carian.php,Carian,langalphSingle.csv
carib.htm,True,,carib.htm,Carib,language.csv
carijona.htm,True,,carijona.htm,Carijona,language.csv
carolinian.htm,True,,carolinian.htm,Carolinian,language.csv
carrier.htm,True,,carrier.htm,Carrier,language.csv
carrier.htm,True,,carrier.htm,Carrier,writing.csv
carrier.htm,True,,carrier.htm,Carrier,langalphSingle.csv
casiguran.htm,True,,casiguran.htm,Casiguran Dumagat Agta,language.csv
catalan.htm,True,,catalan.htm,Catalan,language.csv
catio.htm,True,,catio.htm,Catio,language.csv
caucasianalbanian.htm,True,,caucasianalbanian.htm,Caucasian Albanian (Old Udi),language.csv
caucasianalbanian.htm,True,,caucasianalbanian.htm,Caucasian Albanian,writing.csv
caucasianalbanian.htm,True,,caucasianalbanian.htm,Caucasian Albanian,langalphSingle.csv
cayuga.php,True,,cayuga.php,Cayuga,language.csv
cebaara.htm,True,,cebaara.htm,Cebaara,language.csv
cebuano.htm,True,,cebuano.htm,Cebuano,language.csv
celtiberian.htm,True,,celtiberian.htm,Celtiberian,language.csv
celtiberian.htm,True,,celtiberian.htm,Celtiberian,writing.csv
celtiberian.htm,True,,celtiberian.htm,Celtiberian,langalphSingle.csv
cemuhi.htm,True,,cemuhi.htm,Cèmuhî,language.csv
centraldusun.htm,True,,centraldusun.htm,Central Dusun,language.csv
centralkilimanjaro.htm,True,,centralkilimanjaro.htm,Central Kilimanjaro,language.csv
centralkung.htm,True,,centralkung.htm,Central ǃKung,language.csv
centralsinama.htm,True,,centralsinama.htm,Central Sinama,language.csv
centralteke.htm,True,,centralteke.htm,Central Teke,language.csv
chagatai.htm,True,,chagatai.htm,Chagatai,language.csv
chaha.htm,True,,chaha.htm,Chaha,language.csv
chakhar.htm,True,,chakhar.htm,Chakhar,language.csv
chakma.htm,True,,chakma.htm,Chakma,language.csv
chakma.htm,True,,chakma.htm,Chakma,writing.csv
chakma.htm,True,,chakma.htm,Chakma,langalphSingle.csv
chakosi.htm,True,,chakosi.htm,Chakosi,language.csv
chaldeanneoaramaic.htm,True,,chaldeanneoaramaic.htm,Chaldean Neo-Aramaic,language.csv
cham.htm,True,,cham.htm,Cham,language.csv
cham.htm,True,,cham.htm,Cham,writing.csv
cham.htm,True,,cham.htm,Cham,langalphSingle.csv
chamacoco.htm,True,,chamacoco.htm,Chamacoco,language.csv
chamalal.htm,True,,chamalal.htm,Chamalal,language.csv
chambeali.htm,True,,chambeali.htm,Chambeali,language.csv
chami.htm,True,,chami.htm,Chami,language.csv
chamicuro.htm,True,,chamicuro.htm,Chamicuro,language.csv
chamling.htm,True,,chamling.htm,Chamling,language.csv
chamorro.htm,True,,chamorro.htm,Chamorro,language.csv
chana.htm,True,,chana.htm,Chaná,language.csv
chang.htm,True,,chang.htm,Chang,language.csv
chapalaachi.htm,True,,chapalaachi.htm,Cha'palaachi,language.csv
chatino.htm,True,,chatino.htm,Chatino,language.csv
chaura.htm,True,,chaura.htm,Chaura,language.csv
chavacano.php,True,,chavacano.php,Chavacano,language.csv
chayahuita.htm,True,,chayahuita.htm,Chayahuita,language.csv
chechen.htm,True,,chechen.htm,Chechen,language.csv
chekeholo.htm,True,,chekeholo.htm,Cheke Holo,language.csv
chelkan.htm,True,,chelkan.htm,Chelkan,language.csv
cherepon.htm,True,,cherepon.htm,Cherepon,language.csv
cherokee.htm,True,,cherokee.htm,Cherokee,language.csv
cherokee.htm,True,,cherokee.htm,Cherokee,writing.csv
cherokee.htm,True,,cherokee.htm,Cherokee,langalphSingle.csv
cheyenne.htm,True,,cheyenne.htm,Cheyenne,language.csv
chhantyal.htm,True,,chhantyal.htm,Chhantyal,language.csv
chhattisgarhi.htm,True,,chhattisgarhi.htm,Chhattisgarhi,language.csv
chicahuaxtlatriqui.htm,True,,chicahuaxtlatriqui.htm,Chicahuaxtla Triqui,language.csv
chichewa.php,True,,chichewa.php,Chichewa,language.csv
chickasaw.htm,True,,chickasaw.htm,Chickasaw,language.csv
chilcotin.htm,True,,chilcotin.htm,Chilcotin,language.csv
chimalapazoque.htm,True,,chimalapazoque.htm,Chimalapa Zoque,language.csv
chinanteco.htm,True,,chinanteco.htm,Chinanteco,language.csv
../chinese/cantonese.htm,False,,../chinese/cantonese.htm,Chinese (Cantonese),language.csv
../chinese/dungan.htm,False,,../chinese/dungan.htm,Chinese (Dungan),language.csv
../chinese/fuzhounese.htm,False,,../chinese/fuzhounese.htm,Chinese (Fuzhounese),language.csv
../chinese/gan.htm,False,,../chinese/gan.htm,Chinese (Gan),language.csv
../chinese/hakka.htm,False,,../chinese/hakka.htm,Chinese (Hakka),language.csv
../chinese/jianou.htm,False,,../chinese/jianou.htm,Chinese (Jian'ou),language.csv
../chinese/mandarin.htm,False,,../chinese/mandarin.htm,Chinese (Mandarin),language.csv
../chinese/mandarin.htm,False,,../chinese/mandarin.htm,Chinese_using_Phags-pa,langalphMap.json
